Job Title,Company Name,Salary,Job Category,city,State
Architect,Department of the Army,79468,Data Architect,No location provided,
ARCHITECT,Department of the Navy,77488,Data Architect,Yuma,Arizona
ARCHITECT,Department of the Air Force,78036,Data Architect,Randolph AFB,Texas
Architect,Department of the Army,77862,Data Architect,Norfolk,Virginia
Architect,Department of Homeland Security,87198,Data Architect,Winchester,Virginia
Architect,Department of the Interior,64649,Data Architect,No location provided,
Architect,Other Agencies and Independent Organizations,10369,Data Architect,Washington,District of Columbia
Architect,Other Agencies and Independent Organizations,10369,Data Architect,Washington,District of Columbia
Architect,Department of the Army,77488,Data Architect,Millington,Tennessee
Architect,Department of the Army,69505,Data Architect,Saint Paul,Minnesota
Architect,Department of Veterans Affairs,67442,Data Architect,Milwaukee,Wisconsin
Architect,Department of the Army,88488,Data Architect,Fort Irwin,California
Architect,Department of the Army,88488,Data Architect,Fort Irwin,California
Data Analyst,Other Agencies and Independent Organizations,87198,Data Architect,Washington,District of Columbia
NAVAL ARCHITECT,Department of the Navy,77488,Data Architect,No location provided,
NAVAL ARCHITECT,Department of the Navy,12253,Data Architect,Washington Navy Yard,District of Columbia
Data Scientist,Department of Defense,65597,Data Architect,No location provided,
Data Scientist,Department of Defense,93494,Data Architect,No location provided,
Data Scientist,Department of Health And Human Services,72750,Data Architect,Woodlawn,Maryland
Architect (Design),Department of Veterans Affairs,65106,Data Architect,San Antonio,Texas
Architect (Design),Department of Veterans Affairs,65106,Data Architect,San Antonio,Texas
Architect/Engineer,Department of the Navy,71000,Data Architect,Virginia Beach,Virginia
IT Specialist (DATAMGT) (Data and Reporting Analyst),Department of the Treasury,92143,Data Architect,No location provided,
Data Technician NF2,Department of the Navy,26000,Data Architect,Quantico,Virginia
"Naval Architect, GS-0871-13",Department of Homeland Security,10369,Data Architect,Washington,District of Columbia
"Naval Architect, GS-0871-13",Department of Homeland Security,10369,Data Architect,Washington,District of Columbia
IT Specialist (DATAMGT),Department of Veterans Affairs,46083,Data Architect,No location provided,
IT Specialist (DATAMGT),Department of the Treasury,11961,Data Architect,Washington,District of Columbia
IT Specialist (DATAMGT),Department of the Treasury,11961,Data Architect,Washington,District of Columbia
IT SPECIALIST (DATAMGT) T5,Department of the Army,55355,Data Architect,Phoenix,Arizona
IT SPECIALIST( DATAMGT),Department of the Air Force,87198,Data Architect,Andrews AFB,Maryland
Product Data Specialist,Department of Defense,45216,Data Architect,Whitehall,Ohio
IT Specialist (DATAMGT),Department of the Army,10369,Data Architect,Fort Meade,Maryland
Interdisciplinary General Engineer/Landscape Architect/Architect,Department of the Interior,64649,Data Architect,No location provided,
Engineering/Architecture,Department of the Air Force,19543,Data Architect,No location provided,
Architect Open Continuous,Department of the Army,48798,Data Architect,Fort Sill,Oklahoma
IT SPECIALIST (DATAMGT) (T32),Department of the Army,65792,Data Architect,Montgomery,Alabama
ARCHITECT/ENGINEER (TITLE 32),Department of the Air Force,77488,Data Architect,Salt Lake City,Utah
Data Analytics Specialist,General Services Administration,10369,Data Architect,Washington DC,District of Columbia
Data Analytics Specialist,General Services Administration,10369,Data Architect,Washington DC,District of Columbia
Engineering and Architecture,Department of the Air Force,19543,Data Architect,No location provided,
Program Analyst (Data Science),Department of Veterans Affairs,66829,Data Architect,No location provided,
IT Specialist (APPSW/DATAMGMT),Other Agencies and Independent Organizations,87198,Data Architect,Arlington,Virginia
IT SPECIALIST (NETWORK/DATAMGT),Department of the Army,45393,Data Architect,No location provided,
IT Specialist (Data Management),Department of Veterans Affairs,66829,Data Architect,No location provided,
IT Specialist (Data Management),Department of Transportation,83458,Data Architect,No location provided,
IT SPECIALIST (DATA MANAGEMENT),Department of Defense,10369,Data Architect,Bethesda,Maryland
IT Specialist (Data Management),Legislative Branch,10369,Data Architect,District of Columbia,District of Columbia
IT Specialist (Data Management),Department of the Army,98151,Data Architect,Key West,Florida
"Supervisory Interdisciplinary (General Engineer, Landscape Architect, Architect)",Department of the Interior,92143,Data Architect,No location provided,
"Interdisciplinary Project Manager (General Engineer, Landscape Architect, Architect)",Department of the Interior,64649,Data Architect,No location provided,
Architect (Historical Preservation),Department of the Interior,64649,Data Architect,Natchitoches,Louisiana
Interdisciplinary (Data Scientist),Department of Agriculture,92143,Data Architect,No location provided,
TECHNICAL DIRECTOR (DATA SCIENTIST),Department of the Air Force,14412,Data Architect,Andrews AFB,Maryland
Oracle Database Administrator NF4,Department of the Navy,87000,Data Architect,Quantico,Virginia
Engineering and Architecture Family,Department of the Air Force,19543,Data Architect,No location provided,
Architect (Medical Equipment Planner),Department of Veterans Affairs,94523,Data Architect,Palo Alto,California
Local Hire (Data Analysis Specialist),Department of Homeland Security,61959,Data Architect,Baton Rouge,Louisiana
Local Hire (Data Analysis Specialist),Department of Homeland Security,51200,Data Architect,Baton Rouge,Louisiana
Supervisory IT Specialist (DATAMGT),Department of Commerce,10369,Data Architect,Alexandria,Virginia
Supervisory IT Specialist (DATAMGT),Department of Commerce,10369,Data Architect,Alexandria,Virginia
Interdisciplinary Engineer/Architect,Department of the Army,66829,Data Architect,Camp Humphreys,South Korea
Interdisciplinary Engineer/Architect,Department of the Army,69057,Data Architect,Camp Humphreys,South Korea
Interdisciplinary Engineer/Architect,Department of the Army,79468,Data Architect,No location provided,
INTERDISCIPLINARY ENGINEER/ARCHITECT,Department of the Navy,77488,Data Architect,Barksdale AFB,Louisiana
INTERDISCIPLINARY ENGINEER/ARCHITECT,Department of the Navy,79716,Data Architect,Finegayan,Guam
INTERDISCIPLINARY ENGINEER/ARCHITECT,Department of the Navy,79468,Data Architect,No location provided,
Interdisciplinary (Architect/Engineer),Department of the Army,77488,Data Architect,Tulsa,Oklahoma
Health System Specialist (Data Analyst),Department of Veterans Affairs,59498,Data Architect,West Roxbury,Massachusetts
Supervisory Data Analytics Specialist,General Services Administration,11046,Data Architect,No location provided,
Student Trainee (Engineering & Architecture),Department of the Army,25734,Data Architect,No location provided,
SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,13164,Data Architect,Wright-Patterson AFB,Ohio
Supervisory Statistician (Data Scientist),Department of the Treasury,12253,Data Architect,No location provided,
Interdisciplinary (Data Research Analyst),Other Agencies and Independent Organizations,10369,Data Architect,Alexandria,Virginia
INTERDISCIPLINARY ENGINEER/NAVAL ARCHITECT,Department of the Navy,45489,Data Architect,Pearl Harbor Naval Base,Hawaii
Lead IT Specialist (Network/Data Management),Other Agencies and Independent Organizations,12253,Data Architect,Washington,District of Columbia
Interdisciplinary (Data Analytics Officer),Other Agencies and Independent Organizations,14893,Data Architect,Alexandria,Virginia
Student Trainee (Engineering and Architecture),Department of the Army,34352,Data Architect,Sacramento,California
Engineering Technician (Architecture/Drafting),Department of Veterans Affairs,66879,Data Architect,Richmond,Virginia
Supervisory Program Analyst (Data Scientist),General Services Administration,10888,Data Architect,No location provided,
Supervisory Program Analyst (Data Scientist),General Services Administration,10888,Data Architect,No location provided,
FINANCIAL MANAGEMENT ANALYST (DATA ANALYTICS),Department of Defense,53880,Data Architect,Indianapolis,Indiana
INTERDISCIPLINARY ENGINEER/ARCHITECT (CONST MGR),Department of the Navy,92628,Data Architect,Corpus Christi,Texas
"Supervisory Computer Engineer, AST, Data Systems",National Aeronautics and Space Administration,14412,Data Architect,Greenbelt,Maryland
Supervisory Interdisciplinary Engineer/Architect,Department of the Army,79468,Data Architect,No location provided,
Instructor of Library Data Services and Research,Department of the Air Force,63980,Data Architect,Air Force Academy,Colorado
"Information Technology Specialist (DATAMGT), NF-04",Department of the Army,65000,Data Architect,Fort Sam Houston,Texas
Information Technology Specialist (APPSW/DATAMGT),Department of the Army,65792,Data Architect,Fort Huachuca,Arizona
INTERDISCIPLINARY GENERAL ENGINEERING/ARCHITECT T5,Department of the Air Force,78317,Data Architect,Tucson,Arizona
Supervisory Performance Improvement / Data Analyst,Department of Health And Human Services,92723,Data Architect,Gallup,New Mexico
Supervisory Performance Improvement / Data Analyst,Department of Health And Human Services,92723,Data Architect,Gallup,New Mexico
IT Specialist (Policy and Planning/Enterprise Architecture),Department of the Army,12253,Data Architect,Pentagon,Virginia
INTERDISCIPLINARY COMMUNITY PLANNER/ENGINEER/ARCHITECT,Department of the Navy,78861,Data Architect,Monterey County,California
"Senior IT Specialist, (DATAMGT) CG-2210-15 TEMP PROM NTE 1 YEAR",Other Agencies and Independent Organizations,12962,Data Architect,Washington,District of Columbia
Interdisciplinary (Supervisory Data Analytics Officer),Other Agencies and Independent Organizations,14893,Data Architect,Alexandria,Virginia
SUPERVISORY INTERDISCIPLINARY (GENERAL ENGINEER/ARCHITECT),Department of the Navy,93907,Data Architect,No location provided,
SUPERVISORY INTERDISCIPLINARY GENERAL ENGINEER/ ARCHITECT),Department of the Navy,93907,Data Architect,No location provided,
SUPERVISORY INTERDISCIPLINARY GENERAL ENGINEER/ARCHITECT,Department of the Navy,12253,Data Architect,Washington Navy Yard,District of Columbia
Supv IT Specialist (Enterprise Architecture/Systems Analysis,Department of the Army,92143,Data Architect,Fort Gordon,Georgia
IT SPECIALIST (ENTERPRISE ARCHITECTURE/INFOSEC),Department of Defense,12253,Data Architect,Hanover,Maryland
IT CYBERSECURITY SPECIALIST (DATAMGT/INFOSEC),Department of Defense,77488,Data Architect,No location provided,
IT CYBERSECURITY SPECIALIST (DATAMGT/INFOSEC),Department of Defense,77488,Data Architect,No location provided,
Supervisory Management and Program Analyst (Data Analytics),Department of Defense,12807,Data Architect,No location provided,
INTERDISCIPLINARY ENGINEER/ARCHITECT CONSTRUCTION MANAGER (CM),Department of the Navy,10369,Data Architect,Washington Navy Yard,District of Columbia
Criminal Investigator for HQ Data Analytics & Computer Crimes,Department of Transportation,10369,Data Architect,District of Columbia,District of Columbia
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755,Data Architect,No location provided,
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755,Data Architect,No location provided,
Executive Director Clinical Informatics and Data Management,Department of Veterans Affairs,14500,Data Architect,No location provided,
INFORMATION TECHNOLOGY SPECIALIST (SYSTEM ANALYSIS/ DATA MANAGEMENT),Department of the Navy,92143,Data Architect,Naval Air Station Jacksonville,Florida
Supervisory Interdisciplinary Engineer/Architect - Virtual Career Fair,Department of the Army,93677,Data Architect,No location provided,
Information Technology Specialist (Data Management/Systems Analysis),Department of the Navy,77862,Data Architect,Norfolk,Virginia
Physical Scientist/Biologist/Mathematical Statistician (Data Scientist),Department of the Interior,53433,Data Architect,No location provided,
