Position Title,Company Name,Salary,city,State Name,Job Title,Skills,Tools
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,$81057,No location provided,,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of the Air Force,$43683,No location provided,,Operations Research Analyst,Statistics ,"HTML, AI "
Operations Research Analyst,Department of the Army,$77488,White Sands Missile Range,New Mexico,Operations Research Analyst,"Data Analysis, Statistics ",HTML 
Operations Research Analyst,Department of Transportation,$83458,No location provided,,Operations Research Analyst,"Data Collection, Statistics ","HTML, AI "
OPERATIONS RESEARCH ANALYST,Department of the Navy,$92143,Millington,Tennessee,Operations Research Analyst,"Data Analysis, Statistics ", 
Operations Research Analyst,Department of the Air Force,$43683,No location provided,,Operations Research Analyst,Statistics ,"HTML, AI "
Operations Research Analyst,Department of Health And Human Services,$10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of Health And Human Services,$10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics , 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$60129,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$60129,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$87198,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$87198,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
Operations Research Analyst,Department of the Army,$93129,Fort Huachuca,Arizona,Operations Research Analyst,Statistics ,HTML 
OPERATIONS RESEARCH ANALYST,Department of the Navy,$10312,Point Loma Complex,California,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of the Army,$77488,Fort Leonard Wood,Missouri,Operations Research Analyst,"Data Analysis, Statistics ",HTML 
Operations Research Analyst,Department of the Army,$78624,Scott AFB,Illinois,Operations Research Analyst,Statistics ,HTML 
Operations Research Analyst,Department of Defense,$92143,No location provided,,Operations Research Analyst,Statistics ,Machine Learning 
Operations Research Analyst,Department of Defense,$10369,Silver Spring,Maryland,Operations Research Analyst,"Data Collection, Statistics ",HTML 
OPERATIONS RESEARCH ANALYST,Department of the Navy,$10369,Quantico,Virginia,Operations Research Analyst,Statistics , 
OPERATIONS RESEARCH ANALYST,Department of Defense,$12253,Arlington,Virginia,Operations Research Analyst,"Data Analysis, Statistics ", 
Operations Research Analyst,Department of the Navy,$49884,No location provided,,Operations Research Analyst,"Data Mining, Data Visualization, Statistics ","HTML, Machine Learning "
OPERATIONS RESEARCH ANALYST,Department of the Air Force,$92445,Offutt AFB,Nebraska,Operations Research Analyst,"Data Collection, Statistics ",AI 
OPERATIONS RESEARCH ANALYST,Department of the Air Force,$92143,Shaw AFB,South Carolina,Operations Research Analyst,Statistics ,AI 
Operations Research Analyst (Keystone),Department of Defense,$45254,Chandler,Arizona,Operations Research Analyst,Statistics , 
Supervisory Operations Research Analyst,Department of the Army,$11254,Redstone Arsenal,Alabama,Operations Research Analyst,Statistics ,HTML 
SUPERVISORY OPERATIONS RESEARCH ANALYST,Department of the Navy,$12253,Quantico,Virginia,Operations Research Analyst,Statistics , 
Supervisory Operations Research Analyst,Department of the Navy,$10941,Little Creek Amphibious Base,Virginia,Operations Research Analyst,Statistics , 
Supervisory Operations Research Analyst,Department of Labor,$12253,Washington,District of Columbia,Operations Research Analyst,Statistics , 
Interdisciplinary (Operations Research Analyst),Department of Defense,$78624,Saint Louis,Missouri,Operations Research Analyst,Statistics , 
Operations Research Analyst-Joint Requirements Council,Department of Homeland Security,$79468,Washington,District of Columbia,Operations Research Analyst, , 
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ","Python, Excel "
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ",Python 
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,$81057,No location provided,,Operations Research Analyst,Statistics , 
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,$81057,No location provided,,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of the Air Force,$43683,No location provided,,Operations Research Analyst,Statistics ,"HTML, AI "
Operations Research Analyst,Department of the Army,$77488,White Sands Missile Range,New Mexico,Operations Research Analyst,"Data Analysis, Statistics ",HTML 
Operations Research Analyst,Department of Transportation,$83458,No location provided,,Operations Research Analyst,"Data Collection, Statistics ","HTML, AI "
OPERATIONS RESEARCH ANALYST,Department of the Navy,$92143,Millington,Tennessee,Operations Research Analyst,"Data Analysis, Statistics ", 
Operations Research Analyst,Department of the Air Force,$43683,No location provided,,Operations Research Analyst,Statistics ,"HTML, AI "
Operations Research Analyst,Department of Health And Human Services,$10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of Health And Human Services,$10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics , 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$60129,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$60129,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$87198,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$87198,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
Operations Research Analyst,Department of the Army,$93129,Fort Huachuca,Arizona,Operations Research Analyst,Statistics ,HTML 
OPERATIONS RESEARCH ANALYST,Department of the Navy,$10312,Point Loma Complex,California,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of the Army,$77488,Fort Leonard Wood,Missouri,Operations Research Analyst,"Data Analysis, Statistics ",HTML 
Operations Research Analyst,Department of the Army,$78624,Scott AFB,Illinois,Operations Research Analyst,Statistics ,HTML 
Operations Research Analyst,Department of Defense,$92143,No location provided,,Operations Research Analyst,Statistics ,Machine Learning 
Operations Research Analyst,Department of Defense,$10369,Silver Spring,Maryland,Operations Research Analyst,"Data Collection, Statistics ",HTML 
OPERATIONS RESEARCH ANALYST,Department of the Navy,$10369,Quantico,Virginia,Operations Research Analyst,Statistics , 
OPERATIONS RESEARCH ANALYST,Department of Defense,$12253,Arlington,Virginia,Operations Research Analyst,"Data Analysis, Statistics ", 
Operations Research Analyst,Department of the Navy,$49884,No location provided,,Operations Research Analyst,"Data Mining, Data Visualization, Statistics ","HTML, Machine Learning "
OPERATIONS RESEARCH ANALYST,Department of the Air Force,$92445,Offutt AFB,Nebraska,Operations Research Analyst,"Data Collection, Statistics ",AI 
OPERATIONS RESEARCH ANALYST,Department of the Air Force,$92143,Shaw AFB,South Carolina,Operations Research Analyst,Statistics ,AI 
Operations Research Analyst (Keystone),Department of Defense,$45254,Chandler,Arizona,Operations Research Analyst,Statistics , 
Supervisory Operations Research Analyst,Department of the Army,$11254,Redstone Arsenal,Alabama,Operations Research Analyst,Statistics ,HTML 
SUPERVISORY OPERATIONS RESEARCH ANALYST,Department of the Navy,$12253,Quantico,Virginia,Operations Research Analyst,Statistics , 
Supervisory Operations Research Analyst,Department of the Navy,$10941,Little Creek Amphibious Base,Virginia,Operations Research Analyst,Statistics , 
Supervisory Operations Research Analyst,Department of Labor,$12253,Washington,District of Columbia,Operations Research Analyst,Statistics , 
Interdisciplinary (Operations Research Analyst),Department of Defense,$78624,Saint Louis,Missouri,Operations Research Analyst,Statistics , 
Operations Research Analyst-Joint Requirements Council,Department of Homeland Security,$79468,Washington,District of Columbia,Operations Research Analyst, , 
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ","Python, Excel "
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ",Python 
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,$81057,No location provided,,Operations Research Analyst,Statistics , 
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,$81057,No location provided,,Operations Research Analyst,Statistics , 
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ","Python, Excel "
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ",Python 
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ","Python, Excel "
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,$13755,No location provided,,Operations Research Analyst,"Data Visualization, Statistics ",Python 
Operations Research Analyst,Department of the Air Force,$43683,No location provided,,Operations Research Analyst,Statistics ,"HTML, AI "
Operations Research Analyst,Department of the Army,$77488,White Sands Missile Range,New Mexico,Operations Research Analyst,"Data Analysis, Statistics ",HTML 
Operations Research Analyst,Department of Transportation,$83458,No location provided,,Operations Research Analyst,"Data Collection, Statistics ","HTML, AI "
OPERATIONS RESEARCH ANALYST,Department of the Navy,$92143,Millington,Tennessee,Operations Research Analyst,"Data Analysis, Statistics ", 
Operations Research Analyst,Department of the Air Force,$43683,No location provided,,Operations Research Analyst,Statistics ,"HTML, AI "
Operations Research Analyst,Department of Health And Human Services,$10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of Health And Human Services,$10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics , 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$60129,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$60129,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$87198,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,$87198,Washington,District of Columbia,Operations Research Analyst,Statistics ,Excel 
Operations Research Analyst,Department of the Army,$93129,Fort Huachuca,Arizona,Operations Research Analyst,Statistics ,HTML 
OPERATIONS RESEARCH ANALYST,Department of the Navy,$10312,Point Loma Complex,California,Operations Research Analyst,Statistics , 
Operations Research Analyst,Department of the Army,$77488,Fort Leonard Wood,Missouri,Operations Research Analyst,"Data Analysis, Statistics ",HTML 
Operations Research Analyst,Department of the Army,$78624,Scott AFB,Illinois,Operations Research Analyst,Statistics ,HTML 
Operations Research Analyst,Department of Defense,$92143,No location provided,,Operations Research Analyst,Statistics ,Machine Learning 
Operations Research Analyst,Department of Defense,$10369,Silver Spring,Maryland,Operations Research Analyst,"Data Collection, Statistics ",HTML 
OPERATIONS RESEARCH ANALYST,Department of the Navy,$10369,Quantico,Virginia,Operations Research Analyst,Statistics , 
OPERATIONS RESEARCH ANALYST,Department of Defense,$12253,Arlington,Virginia,Operations Research Analyst,"Data Analysis, Statistics ", 
Operations Research Analyst,Department of the Navy,$49884,No location provided,,Operations Research Analyst,"Data Mining, Data Visualization, Statistics ","HTML, Machine Learning "
