Position Title,Company Name,Salary,city,State Name,Job Title
Senior Training Research Analyst,Department of Homeland Security,92143.0,Glynco,Georgia,Research_Analyst
Operations Research Analyst (Keystone),Department of Defense,45254.0,Chandler,Arizona,Research_Analyst
Supervisory Operations Research Analyst,Department of the Army,11254.0,Redstone Arsenal,Alabama,Research_Analyst
SUPERVISORY OPERATIONS RESEARCH ANALYST,Department of the Navy,12253.0,Quantico,Virginia,Research_Analyst
Supervisory Operations Research Analyst,Department of the Navy,10941.0,Little Creek Amphibious Base,Virginia,Research_Analyst
Supervisory Operations Research Analyst,Department of Labor,12253.0,Washington,District of Columbia,Research_Analyst
SUPERVISORY SOCIAL SCIENCE RESEARCH ANALYST,Department of Health And Human Services,14412.0,Woodlawn,Maryland,Research_Analyst
Interdisciplinary (Operations Research Analyst),Department of Defense,78624.0,Saint Louis,Missouri,Research_Analyst
Operations Research Analyst-Joint Requirements Council,Department of Homeland Security,79468.0,Washington,District of Columbia,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
Interdisciplinary (Data Research Analyst),Other Agencies and Independent Organizations,10369.0,Alexandria,Virginia,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
Interdisciplinary (Data Research Analyst),Other Agencies and Independent Organizations,10369.0,Alexandria,Virginia,Research_Analyst
Interdisciplinary (Data Research Analyst),Other Agencies and Independent Organizations,10369.0,Alexandria,Virginia,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
Interdisciplinary (Data Research Analyst),Other Agencies and Independent Organizations,10369.0,Alexandria,Virginia,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of the Air Force,43683.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of the Army,77488.0,White Sands Missile Range,New Mexico,Research_Analyst
Operations Research Analyst,Department of Transportation,83458.0,No location provided,,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of the Navy,92143.0,Millington,Tennessee,Research_Analyst
Operations Research Analyst,Department of the Air Force,43683.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of Health And Human Services,10369.0,District of Columbia,District of Columbia,Research_Analyst
Operations Research Analyst,Department of Health And Human Services,10369.0,District of Columbia,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,60129.0,Washington,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,60129.0,Washington,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,87198.0,Washington,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,87198.0,Washington,District of Columbia,Research_Analyst
Operations Research Analyst,Department of the Army,93129.0,Fort Huachuca,Arizona,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of the Navy,10312.0,Point Loma Complex,California,Research_Analyst
Operations Research Analyst,Department of the Army,77488.0,Fort Leonard Wood,Missouri,Research_Analyst
Operations Research Analyst,Department of the Army,78624.0,Scott AFB,Illinois,Research_Analyst
Operations Research Analyst,Department of Defense,92143.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of Defense,10369.0,Silver Spring,Maryland,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of the Navy,10369.0,Quantico,Virginia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of Defense,12253.0,Arlington,Virginia,Research_Analyst
Operations Research Analyst,Department of the Navy,49884.0,No location provided,,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of the Air Force,92445.0,Offutt AFB,Nebraska,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of the Air Force,92143.0,Shaw AFB,South Carolina,Research_Analyst
Lead Operation Research Analyst,Department of the Army,87198.0,Aberdeen Proving Ground,Maryland,Research_Analyst
Social Science Research Analyst,Department of Energy,93907.0,No location provided,,Research_Analyst
Senior Training Research Analyst,Department of Homeland Security,92143.0,Glynco,Georgia,Research_Analyst
Operations Research Analyst (Keystone),Department of Defense,45254.0,Chandler,Arizona,Research_Analyst
Supervisory Operations Research Analyst,Department of the Army,11254.0,Redstone Arsenal,Alabama,Research_Analyst
SUPERVISORY OPERATIONS RESEARCH ANALYST,Department of the Navy,12253.0,Quantico,Virginia,Research_Analyst
Supervisory Operations Research Analyst,Department of the Navy,10941.0,Little Creek Amphibious Base,Virginia,Research_Analyst
Supervisory Operations Research Analyst,Department of Labor,12253.0,Washington,District of Columbia,Research_Analyst
Interdisciplinary (Data Research Analyst),Other Agencies and Independent Organizations,10369.0,Alexandria,Virginia,Research_Analyst
SUPERVISORY SOCIAL SCIENCE RESEARCH ANALYST,Department of Health And Human Services,14412.0,Woodlawn,Maryland,Research_Analyst
Interdisciplinary (Operations Research Analyst),Department of Defense,78624.0,Saint Louis,Missouri,Research_Analyst
Operations Research Analyst-Joint Requirements Council,Department of Homeland Security,79468.0,Washington,District of Columbia,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,13755.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
General Engineer/Operations Research Analyst (Interdisciplinary),Department of Homeland Security,81057.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of the Air Force,43683.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of the Army,77488.0,White Sands Missile Range,New Mexico,Research_Analyst
Operations Research Analyst,Department of Transportation,83458.0,No location provided,,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of the Navy,92143.0,Millington,Tennessee,Research_Analyst
Operations Research Analyst,Department of the Air Force,43683.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of Health And Human Services,10369.0,District of Columbia,District of Columbia,Research_Analyst
Operations Research Analyst,Department of Health And Human Services,10369.0,District of Columbia,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,60129.0,Washington,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,60129.0,Washington,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,87198.0,Washington,District of Columbia,Research_Analyst
OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,87198.0,Washington,District of Columbia,Research_Analyst
Operations Research Analyst,Department of the Army,93129.0,Fort Huachuca,Arizona,Research_Analyst
OPERATIONS RESEARCH ANALYST,Department of the Navy,10312.0,Point Loma Complex,California,Research_Analyst
Operations Research Analyst,Department of the Army,77488.0,Fort Leonard Wood,Missouri,Research_Analyst
Operations Research Analyst,Department of the Army,78624.0,Scott AFB,Illinois,Research_Analyst
Operations Research Analyst,Department of Defense,92143.0,No location provided,,Research_Analyst
Operations Research Analyst,Department of Defense,10369.0,Silver Spring,Maryland,Research_Analyst
