,Position Title,Company Name,Company Location,Salary,city,State Name,Job Title,Skills
487,SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,"Wright-Patterson AFB, Ohio",13164,Wright-Patterson AFB,Ohio,IT Specialist,Statistics
488,IT Specialist (DATAMGT),Department of Veterans Affairs,No location provided,46083,No location provided,,IT Specialist,Statistics
489,IT SPECIALIST (DATAMGT) (T32),Department of the Army,"Montgomery, Alabama",65792,Montgomery,Alabama,IT Specialist,Statistics
490,IT SPECIALIST (DATA MANAGEMENT),Department of Defense,"Bethesda, Maryland",10369,Bethesda,Maryland,IT Specialist,Statistics
491,SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,"Wright-Patterson AFB, Ohio",13164,Wright-Patterson AFB,Ohio,IT Specialist,Statistics
492,IT Specialist (DATAMGT),Department of Veterans Affairs,No location provided,46083,No location provided,,IT Specialist,Statistics
493,IT SPECIALIST (DATAMGT) (T32),Department of the Army,"Montgomery, Alabama",65792,Montgomery,Alabama,IT Specialist,Statistics
494,IT SPECIALIST (DATA MANAGEMENT),Department of Defense,"Bethesda, Maryland",10369,Bethesda,Maryland,IT Specialist,Statistics
495,SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,"Wright-Patterson AFB, Ohio",13164,Wright-Patterson AFB,Ohio,IT Specialist,Statistics
496,IT Specialist (DATAMGT),Department of Veterans Affairs,No location provided,46083,No location provided,,IT Specialist,Statistics
497,IT SPECIALIST (DATAMGT) (T32),Department of the Army,"Montgomery, Alabama",65792,Montgomery,Alabama,IT Specialist,Statistics
498,IT SPECIALIST (DATA MANAGEMENT),Department of Defense,"Bethesda, Maryland",10369,Bethesda,Maryland,IT Specialist,Statistics
499,SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,"Wright-Patterson AFB, Ohio",13164,Wright-Patterson AFB,Ohio,IT Specialist,Statistics
500,IT SPECIALIST (Operating Systems),Department of the Air Force,"Offutt AFB, Nebraska",65792,Offutt AFB,Nebraska,IT Specialist,Statistics
501,IT SPECIALIST (SYSTEMS ADMINISTRATION) (T32),Department of the Army,"Montgomery, Alabama",59908,Montgomery,Alabama,IT Specialist,Statistics
502,IT Specialist (DATAMGT),Department of Veterans Affairs,No location provided,46083,No location provided,,IT Specialist,Statistics
503,IT SPECIALIST (DATAMGT) (T32),Department of the Army,"Montgomery, Alabama",65792,Montgomery,Alabama,IT Specialist,Statistics
504,IT SPECIALIST (DATA MANAGEMENT),Department of Defense,"Bethesda, Maryland",10369,Bethesda,Maryland,IT Specialist,Statistics
505,SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,"Wright-Patterson AFB, Ohio",13164,Wright-Patterson AFB,Ohio,IT Specialist,Statistics
506,IT Specialist (DATAMGT),Department of Veterans Affairs,No location provided,46083,No location provided,,IT Specialist,Statistics
507,IT SPECIALIST (DATAMGT) (T32),Department of the Army,"Montgomery, Alabama",65792,Montgomery,Alabama,IT Specialist,Statistics
508,IT SPECIALIST (DATA MANAGEMENT),Department of Defense,"Bethesda, Maryland",10369,Bethesda,Maryland,IT Specialist,Statistics
509,SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,"Wright-Patterson AFB, Ohio",13164,Wright-Patterson AFB,Ohio,IT Specialist,Statistics
510,IT SPECIALIST (Operating Systems),Department of the Air Force,"Offutt AFB, Nebraska",65792,Offutt AFB,Nebraska,IT Specialist,Statistics
511,IT SPECIALIST,Department of the Navy,No location provided,34916,No location provided,,IT Specialist,Statistics
512,IT SPECIALIST (NETWORK),Department of the Army,"Walla Walla, Washington",65792,Walla Walla,Washington,IT Specialist,Statistics
513,IT Specialist,Department of Veterans Affairs,No location provided,46083,No location provided,,IT Specialist,Statistics
514,IT Specialist (DATAMGT),Department of Veterans Affairs,No location provided,46083,No location provided,,IT Specialist,Statistics
515,IT Specialist,Department of Veterans Affairs,No location provided,44519,No location provided,,IT Specialist,Statistics
516,IT Specialist,Department of Health And Human Services,"White Earth, Minnesota",59908,White Earth,Minnesota,IT Specialist,Statistics
517,IT Specialist,Department of Health And Human Services,"White Earth, Minnesota",59908,White Earth,Minnesota,IT Specialist,Statistics
518,IT Specialist,Department of Veterans Affairs,No location provided,55756,No location provided,,IT Specialist,Statistics
519,IT SPECIALIST (CUSTSPT),Department of Defense,No location provided,50106,No location provided,,IT Specialist,Statistics
520,IT SPECIALIST (PLCYPLN),Department of the Air Force,"Lincoln, Nebraska",58098,Lincoln,Nebraska,IT Specialist,Statistics
521,IT SPECIALIST (CUSTSPT),Department of the Army,"Lincoln, Nebraska",41971,Lincoln,Nebraska,IT Specialist,Statistics
522,IT SPECIALIST (NETWORK),Department of the Army,"Lincoln, Nebraska",65792,Lincoln,Nebraska,IT Specialist,Statistics
523,IT SPECIALIST (CUSTSPT),Department of the Air Force,"Oklahoma City, Oklahoma",69463,Oklahoma City,Oklahoma,IT Specialist,Statistics
524,IT SPECIALIST (SYSADMIN),Department of the Air Force,"Kahului, Hawaii",91034,Kahului,Hawaii,IT Specialist,Statistics
525,IT Specialist (Network),Department of Agriculture,"Washington, District of Columbia",10369,Washington,District of Columbia,IT Specialist,Statistics
526,IT Specialist (Network),Department of the Interior,"Pasadena, California",73827,Pasadena,California,IT Specialist,Statistics
527,IT SPECIALIST (SYSADMIN),Department of the Navy,"Groton Submarine Base, Connecticut",72198,Groton Submarine Base,Connecticut,IT Specialist,Statistics
528,IT SPECIALIST (NETWORK),Department of the Navy,"Kaneohe, Hawaii",76141,Kaneohe,Hawaii,IT Specialist,Statistics
529,IT Specialist,Department of Agriculture,"Las Cruces, New Mexico",59908,Las Cruces,New Mexico,IT Specialist,Statistics
530,IT Specialist (APPSW),Department of the Army,"Key West, Florida",46531,Key West,Florida,IT Specialist,Statistics
531,IT Specialist (CustSpt),Department of the Interior,No location provided,50106,No location provided,,IT Specialist,Statistics
532,IT Specialist (OS/CUSTSPT),Department of Defense,"New Cumberland Defense Logistics Center, Pennsylvania",72750,New Cumberland Defense Logistics Center,Pennsylvania,IT Specialist,Statistics
533,IT SPECIALIST (CUSTSPT),Department of Defense,"Peterson AFB, Colorado",50106,Peterson AFB,Colorado,IT Specialist,Statistics
534,IT SPECIALIST (SYSTEMS ADMINISTRATION) (T32),Department of the Army,"Montgomery, Alabama",59908,Montgomery,Alabama,IT Specialist,Statistics
535,IT SPECIALIST (PLCYPLN) (T32),Department of the Air Force,"Montgomery, Alabama",76286,Montgomery,Alabama,IT Specialist,Statistics
536,IT SPECIALIST (DATAMGT) (T32),Department of the Army,"Montgomery, Alabama",65792,Montgomery,Alabama,IT Specialist,Statistics
537,IT Specialist (SYSANALYSIS),Department of Veterans Affairs,No location provided,55756,No location provided,,IT Specialist,Statistics
538,IT Specialist (Sysanalysis),Department of Veterans Affairs,No location provided,55756,No location provided,,IT Specialist,Statistics
539,IT SPECIALIST (INET) (TITLE 32),Department of the Army,"Raleigh, North Carolina",67180,Raleigh,North Carolina,IT Specialist,Statistics
540,IT SPECIALIST (INFORMATION SECURITY),Department of the Navy,No location provided,52905,No location provided,,IT Specialist,Statistics
541,IT Specialist (INFOSEC),Department of Veterans Affairs,No location provided,55756,No location provided,,IT Specialist,Statistics
542,IT SPECIALIST (INFOSEC),Department of the Air Force,"Burlington, Vermont",78116,Burlington,Vermont,IT Specialist,Statistics
543,IT Specialist (INFOSEC),Department of the Army,"Anniston Army Depot, Alabama",64822,Anniston Army Depot,Alabama,IT Specialist,Statistics
544,IT SPECIALIST (INFOSEC),Department of the Air Force,"McConnell AFB, Kansas",65792,McConnell AFB,Kansas,IT Specialist,Statistics
545,IT SPECIALIST (INFOSEC) (Title 32),Department of the Air Force,"Peoria, Illinois",53433,Peoria,Illinois,IT Specialist,Statistics
546,IT SPECIALIST (INFOSEC),Department of the Air Force,"Offutt AFB, Nebraska",65792,Offutt AFB,Nebraska,IT Specialist,Statistics
547,Lead IT Specialist (CUSTSUPT),Department of Veterans Affairs,No location provided,66829,No location provided,,IT Specialist,Statistics
548,IT SPECIALIST (NETWORK) - TITLE 5,Department of the Air Force,"Robins AFB, Georgia",64649,Robins AFB,Georgia,IT Specialist,Statistics
549,IT Specialist (APPSW) (Keystone),Department of Defense,"Luke AFB, Arizona",45254,Luke AFB,Arizona,IT Specialist,Statistics
550,IT SPECIALIST (PLCYPLN) (TITLE 32),Department of the Air Force,"Springfield, Illinois",59908,Springfield,Illinois,IT Specialist,Statistics
551,IT SPECIALIST (CUSTSPT) (TITLE 32),Department of the Air Force,"Scott AFB, Illinois",54217,Scott AFB,Illinois,IT Specialist,Statistics
552,IT SPECIALIST (CUSTSPT) (Title 32),Department of the Army,"Springfield, Illinois",49610,Springfield,Illinois,IT Specialist,Statistics
553,IT SPECIALIST (CUSTSPT) - TITLE 32,Department of the Air Force,"Louisville, Kentucky",65792,Louisville,Kentucky,IT Specialist,Statistics
554,IT SPECIALIST (POLICY/PLANNING),Department of the Army,"Pentagon, Arlington, Virginia",12253,Pentagon,Virginia,IT Specialist,Statistics
555,IT SPECIALIST (DATA MANAGEMENT),Department of Defense,"Bethesda, Maryland",10369,Bethesda,Maryland,IT Specialist,Statistics
556,IT SPECIALIST (NETWORK/CUSTSPT),Department of the Air Force,"Hickam AFB, Hawaii",76141,Hickam AFB,Hawaii,IT Specialist,Statistics
557,IT SPECIALIST (NETWORK) - Title 32,Department of the Air Force,"Milwaukee, Wisconsin",59908,Milwaukee,Wisconsin,IT Specialist,Statistics
558,IT SPECIALIST (CUSTOMER SUPPORT),Department of the Air Force,"Fairchild AFB, Washington",76286,Fairchild AFB,Washington,IT Specialist,Statistics
559,IT SPECIALIST (CUSTOMER SUPPORT),Department of the Army,"Columbia, South Carolina",65792,Columbia,South Carolina,IT Specialist,Statistics
560,IT SPECIALIST (CUSTOMER SUPPORT),Department of the Army,"Columbia, South Carolina",59908,Columbia,South Carolina,IT Specialist,Statistics
561,IT SPECIALIST (SYSADMIN/CUSTSPT),Department of the Air Force,"Fargo, North Dakota",65792,Fargo,North Dakota,IT Specialist,Statistics
562,IT Specialist (Customer Support),Department of the Interior,"Canon City, Colorado",59908,Canon City,Colorado,IT Specialist,Statistics
563,IT Specialist (Customer Support),Department of the Interior,"Grand Coulee, Washington",50106,Grand Coulee,Washington,IT Specialist,Statistics
564,IT Specialist (Policy and Planning),Department of Veterans Affairs,No location provided,55756,No location provided,,IT Specialist,Statistics
565,IT SPECIALIST (POLICY AND PLANNING),Department of the Air Force,"South Burlington, Vermont",76904,South Burlington,Vermont,IT Specialist,Statistics
566,IT SPECIALIST (CUSTSPT/INFOSEC),Department of the Navy,"Naval Air Station Oceana, Virginia",59908,Naval Air Station Oceana,Virginia,IT Specialist,Statistics
567,IT SPECIALIST (CUSTOMER SUPPORT) (T32),Department of the Army,"Montgomery, Alabama",69463,Montgomery,Alabama,IT Specialist,Statistics
568,IT SPECIALIST (SYSADMIN/INFOSEC),Department of the Air Force,"Eglin AFB, Florida",76286,Eglin AFB,Florida,IT Specialist,Statistics
569,SUPERVISORY IT SPECIALIST (NETWORK),Department of the Air Force,"Kahului, Hawaii",96735,Kahului,Hawaii,IT Specialist,Statistics
570,SUPERVISORY IT SPECIALIST (INFOSEC),Department of the Air Force,"Fort Meade, Maryland",12253,Fort Meade,Maryland,IT Specialist,Statistics
571,SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,"Wright-Patterson AFB, Ohio",13164,Wright-Patterson AFB,Ohio,IT Specialist,Statistics
572,"IT Specialist (Network Services), ZP-2210-3 (MAP)",Department of Commerce,"Honolulu, Hawaii",66662,Honolulu,Hawaii,IT Specialist,Statistics
573,"IT Specialist (Network Services), ZP-2210-3 (DE/CR)",Department of Commerce,"Honolulu, Hawaii",66662,Honolulu,Hawaii,IT Specialist,Statistics
574,Public Notice for Direct Hire - IT Specialist (INFOSEC),Other Agencies and Independent Organizations,No location provided,53433,No location provided,,IT Specialist,Statistics
575,"IT Specialist (Customer Support), GS-2210-9/11, Census-DOC-TP",Department of Commerce,"Suitland, Maryland",60129,Suitland,Maryland,IT Specialist,Statistics
576,Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,No location provided,13755,No location provided,,Operations Research Analyst,Statistics
577,Operations Research Analyst (Senior Financial Data Scientist),Department of the Treasury,No location provided,13755,No location provided,,Operations Research Analyst,Statistics
578,Operations Research Analyst,Department of the Air Force,No location provided,43683,No location provided,,Operations Research Analyst,Statistics
579,Operations Research Analyst,Department of the Army,"White Sands Missile Range, New Mexico",77488,White Sands Missile Range,New Mexico,Operations Research Analyst,Statistics
580,Operations Research Analyst,Department of Transportation,No location provided,83458,No location provided,,Operations Research Analyst,Statistics
581,OPERATIONS RESEARCH ANALYST,Department of the Navy,"Millington, Tennessee",92143,Millington,Tennessee,Operations Research Analyst,Statistics
582,Operations Research Analyst,Department of the Air Force,No location provided,43683,No location provided,,Operations Research Analyst,Statistics
583,Operations Research Analyst,Department of Health And Human Services,"District of Columbia, District of Columbia",10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics
584,Operations Research Analyst,Department of Health And Human Services,"District of Columbia, District of Columbia",10369,District of Columbia,District of Columbia,Operations Research Analyst,Statistics
585,OPERATIONS RESEARCH ANALYST,Other Agencies and Independent Organizations,"Washington, District of Columbia",60129,Washington,District of Columbia,Operations Research Analyst,Statistics
