Job Title,Category,Skills,Tools,Type,Salary
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,
Solution Architect/Data Engineer,Data Architect,"Data Collection, Statistics ",Excel ,Non-Government,
"Data Engineer (GCP), Telemedicine Technology Solutions",Data Architect,ETL ,"Python, SQL, Cloud, GCP, Java  ",Non-Government,
Customer Data Platforms Architect,Data Architect,Data Integration ,"SQL, Cloud ",Non-Government,
Data engineering analyst,Data Architect,"Data Mining, Data Analysis ","SQL, Tableau ",Non-Government,$60 - $65 an hour
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,
Analytics Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,"$112,530 a year"
"Sr Data Architect, NoSQL - Nationwide Opportunities",Data Architect, ,"Python, SQL, NoSQL, Cloud, Hadoop, Scala ",Non-Government,"$122,300 a year"
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,
Enterprise Architect,Data Architect, ,Cloud ,Non-Government,
"Sr. Data Architect, Data Lake & Analytics - Nationwide Oppor...",Data Architect, ,"Python, SQL, Spark, NoSQL, Cloud, Hadoop, Machine Learning, AI ",Non-Government,
Lead Data Architect - Work from Home,Data Architect,"ETL, API ","Cloud, Machine Learning, AI ",Non-Government,
Amazon Web Services (AWS) Data Architect,Data Architect,"Data Integration, Data Analysis, ETL ","SQL, NoSQL, Cloud, Excel ",Non-Government,Up to $90.49 an hour
Remote Solution Architect,Data Architect, ,Excel ,Non-Government,
PMTS/Software Engineering Architect or Principal Architect,Data Architect, ,"Cloud, Excel, Scala, Machine Learning, AI ",Non-Government,"$158,000 a year"
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
Customer Data Platforms Architect,Data Architect,Data Integration ,"SQL, Cloud ",Non-Government,
Technical Solution Architect,Data Architect, ,"Python, SQL ",Non-Government,"$90,000 - $95,000 a year"
Data Architect - Data Lake & Analytics - Nationwide Opportun...,Data Architect, ,"Python, SQL, Spark, NoSQL, Cloud, Hadoop, Machine Learning, AI ",Non-Government,
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,$50 - $70 an hour
Sr. Mainframe Modernization Architect,Data Architect, ,"Cloud, Excel, Scala ",Non-Government,"$122,300 a year"
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
Systems Architect,Data Architect,API ,"SQL, NoSQL, Azure ",Non-Government,"$95,000 - $135,000 a year"
Solutions Architect - Builder,Data Architect, ,"Python, Cloud, Machine Learning, Deep Learning, AI ",Non-Government,"$122,300 - $160,000 a year"
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,
CMOD,Data Architect, ,"Azure, Cloud, Excel, AI ",Non-Government,$30 - $40 an hour
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$121,800 a year"
Data Governance Architect - Open to Remote,Data Architect,"ETL, API ","SQL, Azure, Google Cloud, Cloud ",Non-Government,"$83,400 - $154,800 a year"
Data Architect - Data Warehouse & MPP - Nationwide Opportuni...,Data Architect,ETL ,"Python, SQL, NoSQL, Cloud, Excel, Machine Learning ",Non-Government,
"Sr. Data Architect, Data Warehouse & MPP - Nationwide Opport...",Data Architect,ETL ,"Python, SQL, NoSQL, Cloud, Excel, Hadoop ",Non-Government,
Data Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,
PMTS/Software Engineering Architect or Principal Architect,Data Architect, ,"Cloud, Excel, Scala, Machine Learning, AI ",Non-Government,"$158,000 a year"
Software Engineer_C#,Data Architect, , ,Non-Government,"$85,000 - $95,000 a year"
Architect,Data Architect,ETL ,"Python, Cloud, Excel, Scala, Java  ",Non-Government,
Data Platform Architect -Remote,Data Architect, ,"Python, SQL, Spark, NoSQL, Azure, Google Cloud, Cloud, HTML, Snowflake, Hadoop ",Non-Government,
Senior Data Architect/Analyst,Data Architect,"Data Integration, ETL, API ","Python, SQL, AI ",Non-Government,
Salesforce Solution Architect,Data Architect,Data Migration ,Cloud ,Non-Government,"$80,000 - $150,000 a year"
Analytics Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Sr Data Architect - Data Lake & Analytics - Nationwide Oppor...,Data Architect, ,"Python, SQL, Spark, NoSQL, Cloud, Hadoop, Machine Learning, AI ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
Data Architect (Remote),Data Architect,Data Analysis ,"Python, SQL, Spark, NoSQL, Azure, Google Cloud, Cloud, DataBricks, Snowflake, Hadoop, Scala ",Non-Government,
"Data Architect, NoSQL - Nationwide Opportunities",Data Architect, ,"Python, SQL, NoSQL, Cloud, Hadoop, Scala ",Non-Government,
Data Architect | REMOTE JOB,Data Architect, , ,Non-Government,
Enterprise Data Architect,Data Architect,ETL , ,Non-Government,
Remote - Azure Application Architect,Data Architect, ,"Python, SQL, Spark, Azure, Cloud, Machine Learning ",Non-Government,
Lead Cybersecurity Architect,Data Architect,API ,"Azure, Cloud ",Non-Government,
Application Architect (remote/local),Data Architect,API ,"SQL, Azure, Cloud ",Non-Government,
PostgreSQL - Database Infrastructure Administrator - Ref. SS...,Data Architect, ,"Python, SQL, Google Cloud, Cloud ",Non-Government,"$70,000 - $90,000 a year"
Database Architect,Data Architect, ,"SQL, Azure, Excel ",Non-Government,
Architect,Data Architect, ,"SQL, Azure, Excel ",Non-Government,
"Director, Data Solutions Architect",Data Architect,"Data Integration, ETL ","Python, SQL, NoSQL, Cloud, Scala, Java  ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,
Product Solutions Analyst ll,Data Architect,"Data Analysis, ETL ","SQL, Excel ",Non-Government,"Up to $123,595 a year"
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,
Sr. Snowflake Data Architect,Data Architect,ETL ,"SQL, Azure, Cloud, Snowflake, Excel, Scala, AI ",Non-Government,
PLM Architect,Data Architect, ,"SQL, Excel ",Non-Government,
Sr. Software Architect,Data Architect, ,"Python, JavaScript, Azure, Google Cloud, Cloud, Excel ",Non-Government,"From $155,000 a year"
Sr. Data Architect,Data Architect,ETL ,"Python, SQL, Azure, Google Cloud, Cloud, Snowflake, GCP ",Non-Government,"$130,000 a year"
"Sr Data Architect, NoSQL - Nationwide Opportunities",Data Architect, ,"Python, SQL, NoSQL, Cloud, Hadoop, Scala ",Non-Government,"$122,300 a year"
Frontend Software Architect,Data Architect, ,"JavaScript, HTML, CSS, Scala ",Non-Government,"$130,000 - $140,000 a year"
"Sr. Data Architect, Data Warehouse & MPP - Nationwide Opport...",Data Architect,ETL ,"Python, SQL, NoSQL, Cloud, Excel, Hadoop ",Non-Government,
Senior Analytics Architect/Data and Analytics Architect,Data Architect, ,"Python, SQL, Excel, Power BI, Tableau ",Non-Government,"$126,100 a year"
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,
Data Architect - Data Warehouse & MPP - Nationwide Opportuni...,Data Architect,ETL ,"Python, SQL, NoSQL, Cloud, Excel, Machine Learning ",Non-Government,
MSTR Architect,Data Architect, ,Scala ,Non-Government,
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,
Enterprise Architect,Data Architect, ,Cloud ,Non-Government,
Classified Analytics Architect,Data Architect,Data Integration ,"Cloud, Excel, AI ",Non-Government,
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,"$112,530 a year"
Data Warehouse Architect,Data Architect,ETL ,"SQL, Cloud ",Non-Government,
Customer Data Platforms Architect,Data Architect,Data Integration ,"SQL, Cloud ",Non-Government,
Data Engineer/Architect,Data Architect,"ETL, API ","Python, SQL, Azure, Cloud, Snowflake, Machine Learning ",Non-Government,
Sr. Mainframe Modernization Architect,Data Architect, ,"Cloud, Excel, Scala ",Non-Government,"$122,300 a year"
Data Conversion Architect (Remote),Data Architect,"Data Migration, Data Analysis, ETL ","Python, SQL, Spark, Azure, Cloud, Snowflake, Excel, Power BI, Tableau ",Non-Government,
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,
Senior Data Architect,Data Architect,"ETL, API ","Python, SQL, Google Cloud, Cloud, GCP, Excel, Scala, Machine Learning ",Non-Government,
PMTS/Software Engineering Architect or Principal Architect,Data Architect, ,"Cloud, Excel, Scala, Machine Learning, AI ",Non-Government,"$158,000 a year"
Product Architect - Data Engineering,Data Architect,ETL ,"Python, SQL, Spark, Cloud ",Non-Government,
Data Engineer,Data Architect,"ETL, API ","Python, SQL, Azure, Cloud, Snowflake, Machine Learning ",Non-Government,
Sr Data Architect - Data Lake & Analytics - Nationwide Oppor...,Data Architect, ,"Python, SQL, Spark, NoSQL, Cloud, Hadoop, Machine Learning, AI ",Non-Government,
Data Architect for HRM,Data Architect,"Data Migration, Data Analysis ","SQL, Spark, Azure, Cloud, DataBricks ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
Analytics Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$121,800 a year"
Data Architect - Investment Management,Data Architect,"Data Cleaning , ETL ","Python, Spark, Azure, DataBricks, Power BI, Alteryx ",Non-Government,"$200,000 a year"
Solution Architect,Data Architect,API ,"Cloud, Excel ",Non-Government,"$140,000 - $170,000 a year"
Data/Solution Architect,Data Architect,ETL ,"Python, SQL, AI ",Non-Government,
Infor-M3 Integration Architect,Data Architect,API ,Cloud ,Non-Government,$55 - $110 an hour
Data Integration Architect,Data Architect,"Data Integration, API ","SQL, Excel ",Non-Government,
Media Solution Architect,Data Architect, ,"Cloud, Excel ",Non-Government,
Data Engineer,Data Architect,"ETL, API ","Python, SQL, Azure, Cloud, Snowflake, Machine Learning ",Non-Government,
Entry Level Global Product Development - Software Engineer R...,Data Architect,Data Analysis ,"Python, JavaScript, Cloud, Excel ",Non-Government,
Database Architect,Data Architect, ,"SQL, Azure, Excel ",Non-Government,"$100,000 - $150,000 a year"
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,
Systems Architect,Data Architect,API ,"SQL, NoSQL, Azure ",Non-Government,"$95,000 - $135,000 a year"
Data Architect,Data Architect,"Data Integration, Data Visualization, ETL ","SQL, Azure, Cloud, Tableau, Hadoop ",Non-Government,
Lead Strategic Data Architect,Data Architect,"Data Analysis, ETL ","SQL, Azure, Cloud, DataBricks ",Non-Government,
Software Developer - Angular,Data Architect,API ,"SQL, CSS ",Non-Government,"$90,000 a year"
Analytics Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Solutions Architect (FT),Data Architect, ,"JavaScript, Cloud, Excel ",Non-Government,"$145,000 - $160,000 a year"
Principal Software Architect - Data Center,Data Architect, ,"Cloud, Excel, Scala, Deep Learning ",Non-Government,
Data Architect for HRM,Data Architect,"Data Migration, Data Analysis ","SQL, Spark, Azure, Cloud, DataBricks ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
Remote Solution Architect,Data Architect, ,Excel ,Non-Government,
Frontend Engineer,Data Architect, ,"JavaScript, Cloud, HTML, CSS, Excel, Scala ",Non-Government,
Principal Software Architect,Data Architect, ,"Cloud, Excel, Scala, Deep Learning ",Non-Government,
Software Engineer,Data Architect, , ,Non-Government,
"Sr. Data Architect, Data Warehouse & MPP - Nationwide Opport...",Data Architect,ETL ,"Python, SQL, NoSQL, Cloud, Excel, Hadoop ",Non-Government,
Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Need-Azure Infrastructure Architect,Data Architect, ,"Python, Azure, Cloud ",Non-Government,"$94,145 - $190,391 a year"
Data Modeling Architect,Data Architect,Data Analysis , ,Non-Government,
Enterprise Data Architect,Data Architect, ,"Spark, Cloud, Snowflake, Machine Learning, AI ",Non-Government,
Data Architect | REMOTE JOB,Data Architect, , ,Non-Government,
Data Protection Architect,Data Architect, ,"Azure, Cloud, Excel, Scala ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$108,240 a year"
MDM Architect,Data Architect,"Data Integration, Data Analysis, API ", ,Non-Government,"$180,000 a year"
Sr. Data Architect,Data Architect,ETL ,"Python, SQL, NoSQL, Cloud, Excel, Hadoop ",Non-Government,"$130,000 a year"
Solutions Architect,Data Architect, ,"JavaScript, Cloud, Excel ",Non-Government,
"Sr Data Architect, Streaming",Data Architect, ,"Python, Spark, Cloud, Scala, AI ",Non-Government,
Remote Solution Architect,Data Architect, ,Excel ,Non-Government,
Data Scientists,Data Architect,"Data Integration, Data Visualization, Statistics ","Python, SQL, PyTorch, Power BI, Tableau, Machine Learning, AI ",Non-Government,
Software Engineer,Data Architect, , ,Non-Government,
"Sr. Data Architect, Data Lake & Analytics - Nationwide Oppor...",Data Architect, ,"Python, SQL, Spark, NoSQL, Cloud, Hadoop, Machine Learning, AI ",Non-Government,
Entry Level Global Product Development - Software Engineer R...,Data Architect,Data Analysis ,"Python, JavaScript, Cloud, Excel ",Non-Government,
Sr. Snowflake Data Architect,Data Architect,ETL ,"SQL, Azure, Cloud, Snowflake, Excel, Scala, AI ",Non-Government,
Network Engineer Architect,Data Architect, ,Cloud ,Non-Government,
"Solutions Architect, Data Replication",Data Architect, ,"SQL, Cloud, Scala ",Non-Government,
PMTS/Software Engineering Architect or Principal Architect,Data Architect, ,"Cloud, Excel, Scala, Machine Learning, AI ",Non-Government,"$158,000 a year"
Salesforce Solution Architect,Data Architect,Data Migration ,Cloud ,Non-Government,"$80,000 - $150,000 a year"
"Experienced Data Engineer, Creator Studio",Data Architect, ,"Spark, Google Cloud, Cloud, Hadoop, Scala, Java  ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$121,800 a year"
Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Data Architect (N74),Data Architect,"Data Integration, Data Collection ","SQL, NoSQL, Cloud, Excel ",Non-Government,$54 - $59 an hour
"Associate, Snowflake Data Engineer",Data Architect,"Data Migration, Data Integration ","Cloud, Snowflake, Excel, AI ",Non-Government,
Enterprise Data Architect _ W2 only (100% remote job),Data Architect,API , ,Non-Government,$65 - $70 an hour
Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
SENIOR DATA ARCHITECT (SAP ABAP) - ITD,Data Architect, ,"SQL, HTML ",Non-Government,"$80,807 - $96,969 a year"
Head of Engineering,Data Architect, ,"JavaScript, Scala ",Non-Government,"$130,000 - $200,000 a year"
Solutions Architect,Data Architect, ,"JavaScript, Cloud, Excel ",Non-Government,
Data Architect- REMOTE,Data Architect, ,Cloud ,Non-Government,
Data Architect - Data Warehouse & MPP - Nationwide Opportuni...,Data Architect,ETL ,"Python, SQL, NoSQL, Cloud, Excel, Machine Learning ",Non-Government,
Technical Architect,Data Architect,API ,"Cloud, HTML ",Non-Government,"$121,800 a year"
AI Engineering Architect,Data Architect,API ,"Python, Azure, Google Cloud, Cloud, Scala, Machine Learning, Deep Learning, AI ",Non-Government,
Data Architect,Data Architect,"Data Integration, ETL ","Azure, Google Cloud, Cloud, DataBricks, Snowflake ",Non-Government,
Classified Analytics Architect,Data Architect,Data Integration ,"Cloud, Excel, AI ",Non-Government,
"Manager 2, Software Engineering - PowerStore",Data Architect, ,"Cloud, Excel, Machine Learning, AI ",Non-Government,
Business and Data Architect,Data Architect,Data Analysis ,"Excel, Tableau ",Non-Government,
Senior Data Engineer | 725541,Data Architect,Data Integration ,"SQL, Google Cloud, Cloud, GCP, Machine Learning, AI ",Non-Government,
